job_title_short;job_via;job_schedule_type;job_work_from_home;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;job_skills;job_location;company_name;job_title;search_location
Software Engineer;via LinkedIn;Contractor;FALSE;24/05/2023 22:00;FALSE;FALSE;United States;hour;0;725;{sql, sql server, cognos, ssis, power bi};Compton, CA;KORE1;Programmer Analyst: Cognos dev / support w/ a MS SQL DW (SSIS for...;California, United States
Senior Data Scientist;via Indeed;Full-time;FALSE;25/05/2023 06:02;FALSE;TRUE;United States;year;2030000;0;{sql, python, r, scala};San Francisco, CA;Grammarly;Senior Data Scientist, Experimentation Platform;California, United States
Senior Data Scientist;via Ladders;Full-time;FALSE;27/05/2023 08:05;FALSE;TRUE;United States;year;1250000;0;{python, sql, mysql, aws, aurora, oracle, snowflake, git};Mossville, IL;Caterpillar, Inc;Senior Data Scientist;Illinois, United States
Senior Data Scientist;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 12:17;FALSE;FALSE;Mexico;year;1575000;0;{sql, python, go, flow};Mexico City, CDMX, Mexico;Block;Senior Data Scientist - Fraud Risk;Mexico
Business Analyst;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 15:36;FALSE;FALSE;Singapore;year;792000;0;{python, r, sas, sas, sql, tableau};Singapore;EVYD Technology;Senior Manager, Product Ops (Business Intelligence);Singapore
Data Engineer;via DevITjobs;Full-time;FALSE;11/05/2023 22:10;FALSE;TRUE;United States;year;1310000;0;{javascript, python, sql, c++, sql server, aws, pytorch, tensorflow, pandas, django, flask, linux, tableau, docker};San Diego, CA;Northrop Grumman;Principal Data Engineer (San Diego) 🏆;California, United States
Senior Data Analyst;via New York City, NY - Geebo;Full-time;FALSE;08/05/2023 00:00;FALSE;FALSE;United States;hour;0;240;{r, python, sql, tableau, sap};New York, NY;Colgate Palmolive;Senior Audit Data Analyst at Colgate Palmolive in New York, NY;New York, United States
Data Analyst;via LinkedIn;Full-time;FALSE;30/05/2023 13:00;TRUE;FALSE;United States;hour;0;625;{java, python, jenkins, ansible, git, github, bitbucket, jira, confluence};Woonsocket, RI;Net2Source Inc.;Adobe Data Analyst;New York, United States
Data Scientist;via Upwork;Contractor;TRUE;03/05/2023 19:04;FALSE;FALSE;United States;hour;0;575;;Anywhere;Upwork;Data Science Mentor;Texas, United States
Data Scientist;via Indeed;Part-time;TRUE;04/05/2023 09:34;FALSE;TRUE;Sudan;hour;0;230;{r, python, word, excel, outlook, powerpoint};Anywhere;American Heart Association;Intern, Data Science;Sudan
Data Analyst;via LinkedIn;Contractor;TRUE;10/05/2023 16:02;TRUE;TRUE;United States;hour;0;575;;Anywhere;neteffects;Data Governance Analyst;Illinois, United States
Business Analyst;via Indeed;Contractor;FALSE;17/05/2023 19:00;TRUE;FALSE;United States;hour;0;525;{sql, html, sql server, oracle, snowflake, power bi, sharepoint, dax, excel, jira};Dallas, TX;DISYS;Power BI/Power platform analyst;Texas, United States
Data Scientist;via Dice;Contractor;FALSE;26/05/2023 17:40;FALSE;FALSE;Sudan;hour;0;650;{python, r, alteryx, tableau};Colorado Springs, CO;Kaizer Software Solutions;Alteryx Data Scientist;Sudan
Data Engineer;via Dice.com;Full-time;FALSE;02/05/2023 19:58;FALSE;TRUE;Sudan;year;583000;0;{python, azure, aws, docker, kubernetes, ansible, github};San Diego, CA;Booz Allen Hamilton;Mid Tech Excellence Data Engineer;Sudan
Senior Data Scientist;via IT JobServe;Full-time;FALSE;04/05/2023 18:07;FALSE;FALSE;United States;year;1214000;0;{python, java, scala, rust, sql, pandas, numpy, scikit-learn};Charlotte, NC;Lowe's;Sr Data Scientist - Content Recommendation / Personalization;Florida, United States
Senior Data Scientist;via Adzuna;Full-time;FALSE;11/05/2023 15:05;FALSE;TRUE;United States;year;1850000;0;{python, docker};San Francisco, CA;Patterned Learning AI;Senior Data Scientist;California, United States
Data Engineer;via Ladders;Full-time;FALSE;16/05/2023 10:08;FALSE;TRUE;United States;year;1150000;0;{python, sql, scala, java, shell, nosql, mongodb, mongodb, cassandra, mysql, aws, azure, databricks, redshift, snowflake, spark, hadoop, kafka, unix, linux};Washington, DC;Booz Allen Hamilton;Data Engineer, Mid;Texas, United States
Data Analyst;via Snagajob;Part-time;FALSE;03/05/2023 22:03;TRUE;FALSE;United States;hour;0;136000;;Schaumburg, IL;SAS Retail Services;Data Collector;Illinois, United States
Business Analyst;via Indeed;Full-time;FALSE;02/05/2023 18:08;FALSE;TRUE;United States;year;1125000;0;{sql, power bi, looker, ssis, ssrs, tableau};Atlanta, GA;Expert Technical Solutions;Business Analyst / Business Intelligence Analyst;Georgia
Data Analyst;via Dice;Full-time;FALSE;11/05/2023 20:38;TRUE;FALSE;United States;year;700000;0;{matlab, r, python, sql, nosql};Atlanta, GA;Acadia Technologies, Inc.;Data Analyst;Georgia
Data Analyst;via Snagajob;Part-time;FALSE;07/05/2023 11:01;TRUE;FALSE;United States;hour;0;190;;Salinas, CA;SAS Retail Services;Data Collector;California, United States
Data Engineer;via Dice.com;Contractor;FALSE;15/05/2023 17:40;TRUE;FALSE;Sudan;hour;0;650;{sql, oracle, aws};Salt Lake City, UT;Verticalmove, Inc.;Data Engineer;Sudan
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 09:01;FALSE;FALSE;United States;year;1988750;0;{sql, python, snowflake, redshift, bigquery, tableau, looker};Palo Alto, CA;TripActions;Sr. Business Intelligence Engineer;California, United States
Data Scientist;via Ladders;Full-time;FALSE;11/05/2023 09:05;FALSE;TRUE;United States;year;1150000;0;{python, r, sql, gcp};South San Francisco, CA;Freenome;Clinical Data Scientist;California, United States
Data Analyst;via WREG Jobs;Full-time;FALSE;24/05/2023 21:00;FALSE;TRUE;United States;year;925500;0;{sql, sas, sas, excel};Dos Palos, CA;Federal Services;Data Analyst III;California, United States
Senior Data Scientist;via Ladders;Full-time;FALSE;09/05/2023 07:13;FALSE;TRUE;United States;year;2000000;0;{sql, python, tableau};Jacksonville, FL;SoFi;Senior Manager, Data Science (Credit Card Marketing);Florida, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 01:21;FALSE;FALSE;United Kingdom;year;1111750;0;{vba, javascript, python, sql, excel, sheets, looker, tableau};London, UK;Sylvera;Data Analyst - (Ratings Ops);United Kingdom
Data Engineer;via Upwork;Contractor;TRUE;02/05/2023 15:10;FALSE;FALSE;United States;hour;0;1075;{sql, power bi, excel};Anywhere;Upwork;Data Engineer/ Architect - Contract to Hire;Georgia
Data Scientist;via Ladders;Full-time;FALSE;04/05/2023 11:44;FALSE;TRUE;United States;year;900000;0;;McLean, VA;Thomson Reuters;Data Scientist;Georgia
Data Scientist;via LinkedIn;Contractor;TRUE;05/05/2023 19:20;FALSE;FALSE;United States;hour;0;700;{python, r};Anywhere;Intelliswift Software;Clinical Data Scientist;Texas, United States
Data Scientist;via Indeed;Full-time;FALSE;25/05/2023 23:04;FALSE;TRUE;United States;hour;0;300;;Auburn Hills, MI;Julius Montz GmbH;Data Scientist Intern;Illinois, United States
Data Engineer;via Indeed;Full-time;FALSE;14/05/2023 18:27;TRUE;FALSE;United States;year;1350000;0;{sql, snowflake};Charlotte, NC;CyberCoders;Sr. Data Engineer;Georgia
Data Analyst;via Indeed;Full-time;TRUE;24/05/2023 19:07;FALSE;TRUE;United States;year;1125000;0;{sql, nosql, sql server, aws, tableau, excel};Anywhere;Segue Technologies Inc;Data Engineer/Data Analyst;Illinois, United States
Data Engineer;via Dice.com;Full-time;FALSE;15/05/2023 21:23;FALSE;FALSE;United States;hour;0;540;{sql, nosql, python, rust, c#, c++, c, julia, mongodb, mongodb, postgresql, oracle, azure, gcp, aws, airflow, flow, docker, kubernetes, jenkins, git};Tampa, FL;HireVergence;Data Engineer;California, United States
Data Scientist;via Ladders;Full-time;FALSE;16/05/2023 12:40;FALSE;TRUE;United States;year;900000;0;{sql, python, r, tableau, power bi, qlik, sharepoint};Arlington, VA;Guidehouse;Data Scientist, Senior Consultant;Georgia
Machine Learning Engineer;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 19:20;FALSE;FALSE;Germany;year;891000;0;{python, c++, linux, windows, kubernetes};Munich, Germany;Brainlab;(Senior) ML Platform / DevOps Engineer;Germany
Data Scientist;via ZipRecruiter;Full-time;TRUE;11/05/2023 21:51;FALSE;FALSE;Sudan;year;800000;0;{typescript, react, next.js};Anywhere;Your Finance;Full Stack Developer ( Data Scientist, Software Developer, API Special;Sudan
Data Scientist;via San Antonio, TX - Geebo;Full-time;FALSE;11/05/2023 00:05;FALSE;TRUE;United States;hour;0;240;{python};San Antonio, TX;USAA;Data Scientist II (Remote Optional);Texas, United States
Data Scientist;via Ladders;Full-time;FALSE;02/05/2023 08:56;FALSE;FALSE;Sudan;year;2000000;0;{pytorch, tensorflow, flow};Austin, TX;Advanced Micro Devices, Inc;Deep Learning Data Scientist, AI Solutions;Sudan
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;04/05/2023 14:28;FALSE;FALSE;Mexico;year;699625;0;{r, python, sql, excel};Mexico City, CDMX, Mexico;NielsenIQ;Jr Data Scientist;Mexico
Business Analyst;via Indeed;Full-time;TRUE;10/05/2023 13:56;TRUE;FALSE;Sudan;year;700000;0;{excel, power bi};Anywhere;Pitney Bowes;Sales Commission Analyst (Remote anywhere in US);Sudan
Data Engineer;via LinkedIn;Contractor;FALSE;02/05/2023 20:14;TRUE;FALSE;United States;hour;0;375;{sql, visual basic, aurora, oracle};Peoria, IL;Aditi Consulting;Data Engineer;Florida, United States
Data Scientist;via Built In;Full-time;TRUE;05/05/2023 01:06;FALSE;TRUE;United States;year;1575000;0;{sql, python, c, go, looker, terminal};Anywhere;Square;Data Scientist, Invoices (Remote);Illinois, United States
Data Engineer;via Ladders;Full-time;FALSE;08/05/2023 02:13;FALSE;TRUE;Sudan;year;1250000;0;{sql, sas, sas, t-sql, sql server, ssis, power bi, excel, word, powerpoint};Des Plaines, IL;Wintrust Financial;Advanced Data Engineer;Sudan
Senior Data Engineer;via Ai-Jobs.net;Full-time;FALSE;08/05/2023 08:23;FALSE;FALSE;Mexico;year;1475000;0;{sql, python, azure, sap, chef, docker};Mexico;DigitalOnUs;Senior Data Engineer;Mexico
Data Scientist;via LinkedIn;Full-time;FALSE;30/05/2023 20:02;FALSE;TRUE;United States;year;1321500;0;{python, aws, gcp, azure, spark, hadoop, git};Chantilly, VA;Noblis;Cleared Data Scientist (All Levels);New York, United States
Data Analyst;via LinkedIn;Full-time;FALSE;17/05/2023 21:01;TRUE;FALSE;United States;year;750000;0;{sql, excel};Dubuque, IA;Robert Half;Data Analyst;Illinois, United States
Data Analyst;via Star Job Search;Full-time;FALSE;01/05/2023 12:01;FALSE;TRUE;United States;hour;0;260;{spreadsheet};Fresno, CA;AppleOne;eCommerce Data Analyst;California, United States
Data Engineer;via LinkedIn;Full-time;TRUE;31/05/2023 22:06;TRUE;TRUE;United States;year;1460000;0;{go, python, mongodb, mongodb, pyspark, hadoop, spark, airflow};Anywhere;Logic20/20, Inc.;Big Data Engineer - PySpark;New York, United States
Data Scientist;via LinkedIn;Full-time;FALSE;16/05/2023 17:21;FALSE;FALSE;United Kingdom;year;525000;0;{express, excel};United Kingdom;Searchability NS&D;Data Scientist;United Kingdom
Data Analyst;via LinkedIn;Full-time;FALSE;03/05/2023 19:01;FALSE;FALSE;United States;year;875000;0;{sql, c#, python, r, sql server, postgresql, oracle, power bi, tableau};Washington, DC;PARTNERS Staffing;Data Analyst;New York, United States
Business Analyst;via ZipRecruiter;Full-time;FALSE;09/05/2023 17:06;TRUE;FALSE;United States;hour;0;170;{excel};Jacksonville, FL;Liberty Staffing USA;Warehouse Worker;Florida, United States
Data Scientist;via Indeed;Full-time;FALSE;01/05/2023 04:03;FALSE;FALSE;United States;year;777000;0;{word, excel, ms access, powerpoint};West Hollywood, CA;CEDARS-SINAI;Research Associate III - Meyer Lab - Neurodegeneration, Data...;California, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;04/05/2023 00:45;FALSE;FALSE;Spain;year;985000;0;{python, pandas, jupyter, spreadsheet, tableau};Spain;Octopus Energy;Data Analyst;Spain
Senior Data Analyst;via Ladders;Full-time;FALSE;09/05/2023 12:36;FALSE;TRUE;United States;year;1150000;0;{sql, oracle, tableau, microstrategy, workfront, jira};Atlanta, GA;Cox Communications;Sr. Data Analyst, Marketing Operations;Georgia
Machine Learning Engineer;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 07:24;FALSE;FALSE;Vietnam;year;400000;0;{java, python, r, matlab, c++, tensorflow, theano, sap};Vietnam;Bosch Group;BD AI Scientist (PhD);Vietnam
Data Scientist;via Ladders;Full-time;FALSE;16/05/2023 11:04;FALSE;FALSE;United States;year;900000;0;{python, aws, azure, gcp, numpy, pandas, scikit-learn, nltk, pytorch, tensorflow, matplotlib, seaborn, looker, tableau, git, bitbucket};Chicago, IL;CME Group;Sr Data Scientist;Illinois, United States
Data Analyst;via WANE Jobs;Full-time;FALSE;15/05/2023 15:00;FALSE;TRUE;United States;year;740500;0;{python, r};California;California Health & Wellness;Data Analyst II (Healthcare Analytics);California, United States
Data Scientist;via Upwork;Contractor;TRUE;25/05/2023 19:52;FALSE;FALSE;Sudan;hour;0;700;{html, redis};Anywhere;Upwork;Data Scientist - REDIS Graph DB API;Sudan
Senior Data Scientist;via Indeed;Full-time;FALSE;11/05/2023 23:03;FALSE;FALSE;United States;year;1693475;0;{python, java, r, sql};Arlington, VA;ICF;Senior Data Scientist (Cleared) Hybrid;New York, United States
Data Engineer;via Dice;Full-time;FALSE;03/05/2023 07:35;FALSE;TRUE;United States;year;521000;0;{python, sql, sql server, databricks, aws, oracle, spark};Washington, DC;Booz Allen Hamilton;Mid Data Engineer;Florida, United States
Data Scientist;via PHL17 Jobs;Full-time;FALSE;15/05/2023 09:19;FALSE;FALSE;United States;year;645000;0;;West Hollywood, CA;Cedars-Sinai;Postdoctoral Scientist - Meyer Lab - Neurodegeneration, Data...;California, United States
Data Scientist;via Indeed;Full-time;TRUE;09/05/2023 21:26;FALSE;FALSE;Sudan;hour;0;340;;Anywhere;Sysazzle Inc.;Associate Data Scientist;Sudan
Data Scientist;via Ladders;Full-time;FALSE;08/05/2023 10:07;FALSE;FALSE;United States;year;1250000;0;{sql, bigquery};Virginia, MN;Piper Companies;Remote Data Scientist;Illinois, United States
Data Analyst;via LinkedIn;Full-time;FALSE;08/05/2023 16:02;FALSE;TRUE;United States;hour;0;350;{sql, sas, sas, r, python, go, tableau};San Antonio, TX;Robert Half;DSA Analyst;Texas, United States
Data Scientist;via Indeed;Full-time;FALSE;09/05/2023 16:10;FALSE;TRUE;United States;year;1321216875;0;{python, r, sql, power bi};Texas;Argo Data;Data Scientist;Texas, United States
Senior Data Engineer;via LinkedIn;Full-time;TRUE;11/05/2023 17:09;FALSE;TRUE;United States;year;1700000;0;{sql, python, azure, databricks};Anywhere;Storm3;Senior Data Engineer;New York, United States
Data Scientist;via Ladders;Full-time;FALSE;08/05/2023 11:06;FALSE;FALSE;United States;year;2000000;0;{spring, powerpoint, excel};House Springs, MO;Johnson & Johnson;Associate Director, Global Development Data Science & Digital...;Illinois, United States
Senior Data Analyst;via UnitedHealth Group - Talentify;Full-time;TRUE;10/05/2023 08:36;TRUE;TRUE;United States;hour;0;400750;{excel, sharepoint};Anywhere;UnitedHealth Group;Sr Provider Data Analyst - Remote;Georgia
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 22:18;FALSE;FALSE;India;year;1650000;0;{python, nosql, sql, scala, shell, databricks, snowflake, aws, oracle, spark, kafka, pyspark, pandas, airflow, linux, unix, power bi, flow, jenkins, gitlab};Gurugram, Haryana, India;Srijan Technologies;Technical Data Architect - Healthcare;India
Data Engineer;via ZipRecruiter;Part-time;FALSE;10/05/2023 03:07;FALSE;FALSE;United States;hour;0;185;{python, excel, word};Shepherdstown, WV;The Conservation Fund;Data Science Technician Intern;New York, United States
Data Engineer;via Ladders;Full-time;FALSE;09/05/2023 10:34;FALSE;FALSE;Canada;year;900000;0;{python, bash, perl, javascript};Ottawa, ON, Canada;Ciena;Data Network Engineer;Canada
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 21:24;TRUE;FALSE;Romania;year;891000;0;{sql, azure, excel};Romania;3Pillar Global;Business Intelligence Engineer;Romania
Senior Data Scientist;via Ladders;Full-time;FALSE;29/05/2023 08:02;FALSE;TRUE;United States;year;1750000;0;{python, sql, nosql, mongodb, mongodb, tableau, power bi, git};Plano, TX;Republic Finance;Sr. Manager Of Data Science: Credit Risk And Marketing Analytics;Texas, United States
Data Analyst;via Indeed;Contractor;FALSE;11/05/2023 19:03;TRUE;TRUE;United States;hour;0;535;{unify};Fort Lauderdale, FL;Kforce;Data Tester QA Analyst;Florida, United States
Data Analyst;via Built In NYC;Full-time;FALSE;03/05/2023 02:00;FALSE;TRUE;United States;year;1101500;0;{sql, r, python};New York, NY;Flatiron Health;Data Analyst, Real World Evidence (Greater NYC Area, NY);New York, United States
Senior Data Scientist;via Indeed;Full-time;TRUE;10/05/2023 20:56;FALSE;TRUE;Sudan;year;1340000;0;{sql, python, spark};Anywhere;Chartboost;Senior Data Scientist, Pricing Models;Sudan
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;16/05/2023 12:29;FALSE;FALSE;France;year;2490000;0;{go, nosql, aws, snowflake, hadoop, spark, airflow, kubernetes};Paris, France;TripAdvisor;Director of Data platform, Data engineering;France
Data Analyst;via Ladders;Full-time;FALSE;26/05/2023 06:02;FALSE;TRUE;United States;year;900000;0;{sql, r, python, excel, dax, spss};Orlando, FL;U.S. Bank;HR Data Analyst;Florida, United States
Senior Data Engineer;via Built In NYC;Full-time;FALSE;05/05/2023 11:26;TRUE;FALSE;United States;year;1300000;0;{python, sql, rust, go, aws, azure, pandas, hadoop, spark, airflow, tensorflow, pytorch, django, flask, docker, terraform};New York, NY;Audigent;Senior Data Engineer (Greater NYC Area, NY);Texas, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 23:24;FALSE;FALSE;Mexico;year;1475000;0;{python, javascript, java, nosql, cassandra, snowflake, bigquery, redshift, hadoop, spark, git};Guadalajara, Jalisco, Mexico;C3.ai;Data Engineer/Senior Data Engineer;Mexico
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;12/05/2023 21:10;FALSE;FALSE;New Zealand;year;1025000;0;{sql, snowflake};Wellington, New Zealand;Xero;Data Analyst;New Zealand
Senior Data Engineer;via Indeed;Full-time;FALSE;16/05/2023 07:05;FALSE;FALSE;United States;year;1025000;0;{crystal, sql, nosql, python, java, c++, azure, power bi};Clearwater, FL;Jobot;Senior Data Engineer;New York, United States
Data Analyst;via Indeed;Full-time;FALSE;09/05/2023 13:05;FALSE;TRUE;United States;year;1135000;0;;Miami, FL;Mondelēz International;USA Consumer Data Activation Analyst;Florida, United States
Data Analyst;via ZipRecruiter;Contractor;TRUE;15/05/2023 22:00;FALSE;FALSE;United States;hour;0;370600;{sql, excel, tableau, qlik, microstrategy};Anywhere;The Fountain Group;Data Analyst;California, United States
Data Engineer;via ZipRecruiter;Full-time;FALSE;02/05/2023 22:07;FALSE;TRUE;United States;hour;0;600;{sql, visual basic, oracle};Aurora, IL;Aditi Consulting;Data Engineer;New York, United States
Data Scientist;via Dice.com;Full-time;FALSE;03/05/2023 14:04;FALSE;TRUE;United States;year;800000;0;{python, r, sas, sas, sql, go, bigquery, spark, hadoop, tableau};Schertz, TX;Robert Half;Data Scientist;Texas, United States
Data Analyst;via ZipRecruiter;Full-time;FALSE;31/05/2023 19:00;TRUE;FALSE;United States;hour;0;412700;{power bi, tableau};Weston, MA;The Fountain Group;Marketing Data Analyst;New York, United States
Data Analyst;via LinkedIn;Full-time;FALSE;03/05/2023 14:06;FALSE;FALSE;United States;year;825000;0;{sql, power bi, tableau};Florida;Vertex Solutions Inc.;Data Analyst;Georgia
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;02/05/2023 17:19;TRUE;FALSE;France;year;974440;0;{python, postgresql, gcp, aws, hadoop, spark, tensorflow};Paris, France;Sia Partners;Data Engineer - H/F;France
Data Analyst;via Wellfound;Contractor;TRUE;31/05/2023 17:53;FALSE;FALSE;Ukraine;year;620000;0;{sql, aws, redshift, tableau, power bi};Anywhere;Neurons Lab;Business Intelligence Engineer;Ukraine
Senior Data Engineer;via LinkedIn;Full-time;TRUE;17/05/2023 22:04;FALSE;FALSE;United States;year;1450000;0;{python, azure};Anywhere;Conexus (CFO, IT, & HR Talent Solutions);Senior Data Engineer;New York, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;03/05/2023 11:48;FALSE;FALSE;Poland;year;1335000;0;{sql, bigquery, aws, spark};Warsaw, Poland;Techland S.A.;Data Engineer;Poland
Data Analyst;via Built In;Full-time;FALSE;29/05/2023 09:24;FALSE;FALSE;United States;year;700000;0;{power bi, spreadsheet, powerpoint, excel, visio};Atlanta, GA;WNA Ltd;Consultant Financial Data Analyst (Atlanta, GA);Georgia
Software Engineer;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 08:21;TRUE;FALSE;United Kingdom;year;891000;0;{java, python, scala, azure, aws, airflow, docker, terraform, ansible, kubernetes};London, UK;Our Future Health;Lead/Senior Software Engineer (Data Pipelines);United Kingdom
Data Analyst;via Ladders;Full-time;FALSE;01/05/2023 12:02;FALSE;TRUE;United States;year;900000;0;{sql, oracle, power bi, tableau};St. Louis, MO;World Wide Technology;IT Data Analyst;Illinois, United States
Data Analyst;via LinkedIn;Contractor;FALSE;02/05/2023 03:32;FALSE;TRUE;United States;hour;0;450;{sql, snowflake, power bi, looker};Atlanta, GA;Eliassen Group;SQL Data Analyst;Georgia
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;27/05/2023 15:01;FALSE;FALSE;United States;year;1015000;0;{php, python, express};Chicago, IL;Forsta;Data Integration Analyst (West Coast/Chicago);Illinois, United States
Data Engineer;via Upwork;Part-time;TRUE;24/05/2023 21:03;FALSE;FALSE;United States;hour;0;550;{sql, python, pandas, numpy, flow};Anywhere;Upwork;Data Engineer to work with our data scientist;Illinois, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;27/05/2023 02:08;FALSE;TRUE;United States;year;1047500;0;{python, sql, java, c#, r, azure, aws, spark, ssis, tableau, flow};New York, NY;Publicis Groupe;Manager, Data Engineering;Texas, United States
Senior Data Scientist;via JobServe;Full-time;FALSE;17/05/2023 12:02;FALSE;TRUE;United States;year;1230000;0;;Clearfield, UT;Northrop Grumman;Senior Principal Data Scientist;California, United States
Data Engineer;via LinkedIn;Full-time;TRUE;30/05/2023 14:07;FALSE;FALSE;United States;year;1500000;0;{python, sql, nosql, mongodb, mongodb, azure, aws, databricks, pandas, numpy, spark};Anywhere;Insight Global;Big Data Engineer;Texas, United States
Data Analyst;via LinkedIn;Contractor;FALSE;11/05/2023 23:02;FALSE;FALSE;United States;hour;0;215;{excel, outlook};Irving, TX;MATRIX Resources;Data Analyst;Texas, United States
Data Analyst;via Indeed;Contractor;FALSE;01/05/2023 17:32;TRUE;TRUE;United States;hour;0;210;{go, excel, sap};Peachtree Corners, GA;Hired by Matrix;Data Analyst;Georgia
Data Engineer;via Robert Half;Full-time;FALSE;24/05/2023 18:10;TRUE;FALSE;Sudan;year;1010000;0;{sql, nosql, python, java, c++, sql server, azure, power bi, tableau};Clearwater, FL;Robert Half;Data Engineer;Sudan
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 06:24;FALSE;FALSE;Hungary;year;808500;0;{sap};Hatvan, Hungary;Bosch Group;SAP Consultant for Product Data Management;Hungary
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 20:19;FALSE;FALSE;Canada;year;985000;0;{sql, sas, sas, r, javascript, python, bigquery, sheets, excel, tableau};Calgary, AB, Canada;ATB Financial;Fraud Data Analyst - 18-month Temp;Canada
Data Analyst;via ZipRecruiter;Full-time;FALSE;03/05/2023 18:01;FALSE;FALSE;United States;year;1475000;0;{sql, python, excel};Vienna, VA;Protek Consulting;Mid-Level Data Analyst (TS/SCI);New York, United States
Data Engineer;via Ladders;Full-time;FALSE;11/05/2023 08:21;TRUE;FALSE;Canada;year;2000000;0;{aws, redshift};Toronto, ON, Canada;Gusto;Senior Software Engineer, Data;Canada
Senior Data Scientist;via Ladders;Full-time;FALSE;26/05/2023 10:02;FALSE;FALSE;United States;year;900000;0;{sql, python, no-sql, scikit-learn};Washington, DC;Logistics Management Institute;Senior Data Scientist;New York, United States
Data Analyst;via Indeed;Full-time;FALSE;01/05/2023 17:02;TRUE;FALSE;United States;hour;0;650;{sql, sap};Chicago, IL;1 POINT SYSTEM LLC;SAP Master Data Analyst;Illinois, United States
Data Analyst;via Indeed;Full-time;FALSE;30/05/2023 15:00;FALSE;TRUE;United States;year;477500;0;{excel};Bridgeport, CT;City of Bridgeport;Data Analyst;New York, United States
Senior Data Analyst;via Indeed;Full-time;FALSE;08/05/2023 20:01;FALSE;TRUE;United States;year;1400000;0;{sql, python, r, sap, alteryx};Santa Clara, CA;NVIDIA;Senior FP&A Business Data Analyst;California, United States
Data Analyst;via Indeed;Full-time;FALSE;30/05/2023 23:00;FALSE;FALSE;United States;year;1138000;0;{excel, tableau, power bi};Newark, NJ;PSEG;Data Analyst Lead (Utility Benchmarking);New York, United States
Data Scientist;via ZipRecruiter;Full-time;FALSE;15/05/2023 15:19;FALSE;TRUE;United States;year;1233780;0;{python, perl, java, assembly, shell, unix};Bodega Bay, CA;JG-Joint Genome Institute;Metagenome Data Scientist;California, United States
Data Analyst;via Indeed;Contractor;FALSE;26/05/2023 21:00;FALSE;FALSE;United States;hour;0;500;{sql, tableau};San Francisco, CA;TEKsystems;Marketing Data Analyst;California, United States
Data Engineer;via Dice;Contractor;FALSE;03/05/2023 16:59;TRUE;FALSE;Sudan;hour;0;650;{azure, snowflake, ssis, power bi};Des Moines, IA;Zenotis Technologies INC;Lead Data Engineer/Analyst;Sudan
Data Engineer;via LinkedIn;Full-time;TRUE;15/05/2023 14:22;FALSE;TRUE;United States;year;1000000;0;{sql};Anywhere;Agility Partners;100% Remote Data Engineer;California, United States
Senior Data Engineer;via AT&T - Talentify;Full-time;FALSE;30/05/2023 08:43;FALSE;TRUE;Sudan;hour;0;230;{sql, python, mysql, oracle, aws, linux, windows};Dallas, TX;AT&T;Senior - Big Data Engineer - (Job Number: 2317091);Sudan
Data Analyst;via ProActuary;Full-time;TRUE;08/05/2023 08:02;FALSE;TRUE;United States;year;545400;0;{sas, sas, sql, c++, excel, powerpoint, word, sharepoint, cognos, tableau};Anywhere;WALGREENS;Data Analyst - US Healthcare (REMOTE);Illinois, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 09:30;FALSE;FALSE;Italy;year;1005000;0;{crystal, sql, python, r, bigquery, tableau, qlik};Milan, Metropolitan City of Milan, Italy;iGenius;Data Analyst;Italy
Data Analyst;via JobServe;Full-time;FALSE;28/05/2023 06:00;FALSE;TRUE;United States;year;1025000;0;{sql, python, airflow, looker, tableau};Austin, TX;Apixio;Population Health Data Analyst (Hybrid);Texas, United States
Data Scientist;via ZipRecruiter;Full-time;FALSE;26/05/2023 07:04;FALSE;FALSE;United States;year;1323680;0;{r, python, sql, scala, java, julia, matlab, tableau};United States;National Institutes of Health;Health Scientist (Data Science)/Physical Scientist (Data...;Illinois, United States
Senior Data Engineer;via WANE Jobs;Full-time;FALSE;27/05/2023 11:09;FALSE;TRUE;United States;year;1250000;0;{python, r, mysql, sqlite, oracle, aws, azure};Andover, NJ;Jobot;Senior Data Engineer - Remote;Florida, United States
